# ra,dec,mag,mag_error
130.187426,20.557243,16.8529,0.000878
130.179012,20.569968,10.4952,0.003846
130.114983,20.575030,20.7797,0.012766
129.938632,20.576419,21.0081,0.032351
130.035011,20.660220,21.0197,0.024747
130.358779,20.498762,19.0319,0.002495
130.454513,20.548324,15.8867,0.000360
130.508093,20.513131,19.7422,0.003728
130.504704,20.569904,21.1405,0.023894
130.519978,20.575968,19.1953,0.002467
130.585161,20.570970,19.9267,0.003700
130.501693,20.635403,11.9648,0.000546
130.525912,20.645083,21.4730,0.025482
130.322708,20.542445,17.0622,0.001509
130.406284,20.600937,15.9741,0.000403
130.313649,20.595291,18.1915,0.001521
130.320697,20.601265,18.6820,0.002293
130.363894,20.629350,14.6906,0.000810
130.498200,20.647789,19.8223,0.003875
130.596407,20.637099,16.8491,0.001037
130.749378,20.752373,21.6322,0.025459
130.615423,20.749937,20.9952,0.021125
130.693447,20.763682,17.9633,0.000998
130.519948,20.697132,20.8708,0.012731
130.504117,20.722080,13.4400,0.000170
130.470662,20.776678,18.1012,0.001470
130.506752,20.770188,15.6812,0.000328
130.626426,20.767812,20.7313,0.009502
130.626547,20.801880,16.2504,0.000545
130.572531,20.816421,16.7902,0.000561
130.589300,20.831359,16.1580,0.000412
130.305772,20.676777,17.1351,0.009301
130.200259,20.673536,19.4325,0.007198
130.282020,20.701733,20.7673,0.013047
130.461723,20.574777,20.7091,0.009640
130.448250,20.593063,21.0524,0.020471
130.525402,20.604840,15.5158,0.000340
130.529522,20.621968,16.3349,0.000464
130.528673,20.639719,18.3113,0.001392
130.345428,20.516891,21.0084,0.028213
130.325549,20.532073,20.6865,0.014309
130.340560,20.572786,14.8267,0.000264
130.388218,20.571561,19.1752,0.002537
130.298744,20.565856,20.3284,0.006124
130.348865,20.601488,19.8261,0.004051
130.424370,20.601994,18.9129,0.002050
130.473754,20.624260,16.7269,0.001309
130.396960,20.641652,18.5051,0.001739
130.390887,20.680769,10.8495,0.000184
130.404384,20.717093,16.8478,0.000658
130.435966,20.724902,19.9960,0.005969
130.426346,20.736708,20.1978,0.005519
130.632948,20.617176,21.4060,0.029489
130.601594,20.658765,20.3407,0.005285
130.656738,20.644267,20.3551,0.005156
130.630757,20.661288,19.5959,0.003067
130.700722,20.689490,19.0680,0.002249
130.682499,20.719661,16.9375,0.000627
130.638457,20.731356,19.7421,0.003468
130.477669,20.743137,18.9616,0.002324
130.500965,20.751033,20.1890,0.005153
130.439134,20.739399,18.7433,0.002056
130.621907,20.800350,20.6279,0.007980
130.614478,20.813552,21.6695,0.024613
130.608317,20.810905,20.1736,0.004639
130.645616,20.809066,20.4600,0.005331
130.645879,20.843753,21.2859,0.020440
130.571576,20.852210,11.1787,0.000223
130.612413,20.864743,17.7914,0.001115
130.231298,20.614345,16.3569,0.000498
130.235509,20.634908,20.9392,0.029729
130.273189,20.648803,19.1862,0.002638
130.260736,20.676926,18.5113,0.001807
130.365828,20.719472,19.4642,0.003246
130.410011,20.733059,19.6898,0.003911
130.383503,20.770741,18.5230,0.001775
130.362285,20.764547,15.3566,0.009296
130.156108,20.750790,20.4770,0.008362
130.178994,20.765627,17.2191,0.000856
130.239370,20.771024,14.7620,0.000244
130.304723,20.833990,13.2689,0.000148
130.280330,20.870798,20.0219,0.009024
130.416525,20.778904,20.7559,0.012060
130.406230,20.872504,20.7513,0.008874
130.517468,20.825956,18.3470,0.001491
130.443209,20.900228,20.8884,0.014826
130.451877,20.907382,18.2553,0.001374
130.412076,20.912199,15.1988,0.000282
130.286723,20.891168,15.7144,0.001135
130.450799,20.972387,15.3524,0.001914
130.391756,20.962902,20.4058,0.006327
129.726385,20.497766,21.0032,0.022735
129.697702,20.480402,19.3540,0.003023
129.689046,20.509613,16.8870,0.000731
129.710939,20.548534,18.8772,0.002357
129.712705,20.539133,21.0827,0.026625
129.834945,20.554645,14.5682,0.000309
129.806543,20.555835,17.3262,0.000871
129.813594,20.573375,16.4004,0.000593
129.839016,20.571768,14.8500,0.002477
129.762668,20.564042,19.1674,0.002778
129.823076,20.625683,19.8237,0.004120
129.648365,20.512095,20.5614,0.010106
129.679645,20.574212,20.3657,0.009881
129.624151,20.572456,20.4200,0.007698
129.608189,20.627791,13.7143,0.010629
129.706685,20.635018,20.7980,0.013778
129.698449,20.664070,15.4615,0.000369
129.658317,20.657174,20.7254,0.012763
129.661333,20.663910,21.0754,0.043036
129.880747,20.639439,19.7569,0.004095
129.876797,20.633975,18.4485,0.002451
129.920448,20.683015,19.5399,0.003280
129.917482,20.687491,17.7498,0.001181
129.985943,20.738254,16.4111,0.000657
130.038764,20.714479,20.6335,0.011120
130.017984,20.726633,16.2990,0.000566
130.072815,20.746356,20.6213,0.008959
129.966454,20.732798,17.7298,0.001273
129.958815,20.740854,20.4214,0.007626
129.919116,20.737871,15.0710,0.000362
129.950219,20.769666,17.1835,0.000908
130.014131,20.793882,18.7408,0.002439
129.901239,20.459129,20.8767,0.025002
129.895337,20.459719,20.7003,0.012049
129.938229,20.486528,18.0458,0.001633
129.932422,20.491088,21.4758,0.033082
129.911817,20.508285,17.8965,0.001527
129.859823,20.508080,19.9390,0.005028
129.896774,20.541733,17.0858,0.000868
130.097156,20.443695,19.8680,0.004633
130.090347,20.443437,19.9738,0.005324
130.097069,20.469398,20.6950,0.012662
130.067191,20.484487,21.0994,0.028928
130.016742,20.517080,17.6948,0.001325
130.200368,20.612907,18.3829,0.001800
130.129022,20.564315,18.9301,0.002582
130.145100,20.586702,14.7176,0.005399
130.186309,20.625776,19.2248,0.002956
130.144975,20.617980,19.6457,0.004452
130.012364,20.592498,21.0049,0.026362
130.021119,20.605590,16.6224,0.000616
129.989143,20.643937,18.7611,0.001944
130.079907,20.594683,20.0973,0.005546
130.050448,20.645022,15.9468,0.000468
130.117139,20.706878,19.0211,0.002475
130.084412,20.697727,21.2637,0.026399
130.441179,20.435041,19.8808,0.004228
130.434198,20.448014,19.8253,0.004091
130.478249,20.494010,20.6874,0.009196
130.416542,20.519165,18.6118,0.001668
130.504380,20.565954,19.2531,0.002658
130.571841,20.577785,18.5890,0.001584
130.336776,20.567111,18.1970,0.001412
130.362849,20.621732,11.4201,0.000435
130.501116,20.656662,20.6896,0.009575
130.462319,20.704691,18.7357,0.002098
130.416284,20.710163,20.3830,0.007206
130.438907,20.726398,17.6119,0.000913
130.603067,20.633386,21.2031,0.025992
130.534638,20.665188,19.8530,0.004343
130.610654,20.723594,19.7613,0.003242
130.707712,20.702073,14.1060,0.000158
130.723580,20.742771,17.3479,0.000710
130.663632,20.746655,20.8401,0.009373
130.611579,20.744723,20.0763,0.004682
130.689724,20.794761,14.8546,0.000243
130.522949,20.672188,17.0433,0.000700
130.518323,20.669766,14.8890,0.000222
130.548155,20.702146,20.7886,0.010918
130.492770,20.689461,16.4830,0.000571
130.480143,20.698601,16.8302,0.000651
130.561867,20.721156,19.3794,0.002890
130.571114,20.743782,19.1767,0.003477
130.545535,20.734977,14.6971,0.000209
130.530144,20.746224,17.2125,0.000798
130.571124,20.756401,17.9271,0.001144
130.540725,20.793603,21.5214,0.031069
130.680548,20.828695,18.1739,0.003897
130.316294,20.673816,20.5842,0.009417
130.272194,20.677061,18.4645,0.001745
130.268597,20.684851,17.2185,0.000864
130.266275,20.718993,19.9996,0.004400
130.368407,20.710516,17.4754,0.000913
130.308371,20.741527,16.0156,0.000917
130.287791,20.747106,20.2261,0.005611
130.374910,20.789447,17.0253,0.000661
130.148629,20.681202,18.0720,0.001454
130.152298,20.694581,16.2406,0.000617
130.148019,20.705249,16.0930,0.000553
130.133466,20.710319,16.0310,0.000515
130.214358,20.733424,20.1968,0.006379
130.184448,20.745069,18.9765,0.002308
130.196526,20.766670,18.1566,0.001444
130.153881,20.778238,20.1259,0.006392
130.236496,20.821189,20.3698,0.007365
130.261242,20.840607,17.0604,0.000746
130.245399,20.878142,19.7829,0.004256
130.249793,20.890836,21.0884,0.035608
130.249673,20.887541,21.2131,0.018372
130.419353,20.790930,14.8963,0.000259
130.453054,20.806525,16.2385,0.000473
130.443607,20.832358,17.6781,0.001051
130.432376,20.896015,20.6349,0.007729
130.436467,20.891268,17.3403,0.000821
130.518805,20.883481,17.6223,0.002284
130.541457,20.958276,17.8944,0.001914
130.342492,20.851353,19.9720,0.004453
130.410557,20.893863,18.4517,0.001529
130.287565,20.890877,11.9425,0.000227
130.357418,20.939875,20.7702,0.012024
130.304786,20.944680,13.6284,0.000191
130.423916,20.911287,19.0590,0.002395
130.384208,19.345157,19.3826,0.002661
130.309906,19.308674,19.1656,0.002620
130.265748,19.305584,20.3059,0.007212
130.331498,19.363914,18.4937,0.001670
130.460480,19.347397,18.4371,0.001409
130.433925,19.392222,21.0278,0.018775
130.642291,19.387640,17.6024,0.000864
130.634881,19.402776,19.6622,0.002877
130.637803,19.414516,16.9991,0.000607
130.542058,19.379832,18.5599,0.001561
130.613972,19.439147,20.9967,0.024111
130.594171,19.460772,15.0406,0.000338
130.668616,19.469395,19.6536,0.002873
130.615587,19.470567,20.1535,0.004624
130.637317,19.493314,20.2982,0.004650
130.694308,19.516409,20.5608,0.005998
130.525373,19.434364,20.5068,0.007324
130.673217,19.539985,20.3343,0.005095
130.677936,19.545142,20.2375,0.004246
130.630209,19.595530,19.6056,0.003207
130.207763,19.425825,18.2198,0.001417
130.258213,19.411793,20.4089,0.008937
130.243337,19.446396,15.1519,0.000285
130.333908,19.418795,18.7678,0.001855
130.162280,19.411935,21.3917,0.023106
130.083001,19.472619,17.9828,0.001356
130.274911,19.513923,12.3819,0.000231
130.228856,19.494016,21.7180,0.050425
130.273347,19.555900,20.3680,0.006755
130.314450,19.569064,16.5212,0.000490
130.220366,19.544178,17.9959,0.001235
130.224504,19.543746,16.8054,0.000712
130.198125,19.562696,20.1675,0.005481
130.487425,19.560510,18.7177,0.001845
130.416539,19.572885,19.5627,0.003257
130.433392,19.573609,19.6219,0.003294
130.520867,19.599623,21.6677,0.038997
130.484276,19.627768,20.5012,0.006448
130.343373,19.563047,20.8486,0.018515
130.356386,19.622490,20.5514,0.006788
130.415971,19.642160,21.4036,0.020287
130.426060,19.660479,9.4751,0.000157
130.418302,19.698234,20.5498,0.008184
130.447285,19.704166,20.0611,0.004802
130.441375,19.713721,19.3455,0.002637
130.412368,19.720441,21.0216,0.015766
130.426715,19.719527,18.1080,0.001127
129.729031,19.160882,17.5223,0.001097
129.792255,19.252145,15.9959,0.000485
129.851546,19.310388,20.4134,0.007351
129.783569,19.305751,21.0202,0.019847
129.636766,19.275764,16.8995,0.000709
129.622874,19.297637,17.2960,0.000991
129.757818,19.357328,20.8030,0.014578
129.672583,19.421685,13.9901,0.000383
129.918670,19.342789,20.0801,0.005549
129.901716,19.376773,18.0806,0.001377
129.858959,19.383940,20.4866,0.007667
129.888995,19.440224,18.6625,0.001999
129.898469,19.461861,20.1516,0.005326
130.054021,19.467896,21.2205,0.029125
129.977688,19.467664,20.6141,0.010891
129.925145,19.486470,14.2818,0.000398
129.939131,19.487965,18.6641,0.001986
129.807536,19.417950,19.5419,0.003267
129.810265,19.448681,19.9775,0.004826
129.855333,19.463017,16.7300,0.000729
129.898085,19.504630,18.4170,0.001750
129.905448,19.527668,16.9373,0.000803
129.899057,19.519676,20.3570,0.006759
129.960289,19.526960,20.1369,0.006146
129.933031,19.530785,20.4255,0.007248
129.469785,19.391679,18.9148,0.002220
129.651747,19.458644,17.7748,0.001223
129.580107,19.473447,19.7946,0.004267
129.559027,19.468116,16.4084,0.000588
129.586731,19.495711,18.2150,0.001688
129.623507,19.525445,19.6993,0.004864
129.460069,19.419539,20.5644,0.009216
129.475217,19.428950,19.5944,0.003959
129.445659,19.447765,19.2429,0.002915
129.386341,19.479589,18.2393,0.001491
129.460682,19.503256,16.5098,0.000619
129.486278,19.515551,19.2795,0.007569
129.437655,19.518505,20.7374,0.010453
129.486540,19.550061,11.6440,0.000264
129.488576,19.565379,17.1634,0.000893
129.569538,19.570007,18.4621,0.002510
129.792304,19.536787,20.5372,0.009764
130.824507,20.069813,16.5673,0.001074
130.837196,20.128494,13.6635,0.000257
130.867327,20.166011,20.4981,0.004763
130.986598,20.196911,18.9265,0.001747
130.936599,20.177621,15.9340,0.000362
130.932730,20.189548,18.6282,0.001499
130.885449,20.183381,20.6257,0.006364
130.917031,20.189223,20.4882,0.005645
130.963138,20.200101,20.8183,0.009817
130.965500,20.253964,21.5770,0.024822
131.184883,20.165362,20.8799,0.009710
131.202668,20.178726,15.4567,0.000288
131.172653,20.198729,17.0955,0.000702
131.092817,20.172236,20.6257,0.007618
131.143771,20.224397,18.4905,0.001795
131.218883,20.220628,20.6782,0.007336
131.234245,20.212623,19.1936,0.002531
131.232084,20.216637,19.2280,0.002454
131.285733,20.254820,18.0454,0.001184
131.018870,20.223154,18.8875,0.001781
131.078665,20.264851,17.5487,0.000847
131.081009,20.307717,20.8833,0.011221
131.115925,20.308861,11.1360,0.000333
131.185424,20.359550,20.3138,0.005024
131.139326,20.417585,21.6059,0.043115
130.413975,19.807328,19.9731,0.003759
130.407539,19.874470,20.0079,0.004569
130.361746,19.855686,19.9920,0.009095
130.392832,19.894183,21.0435,0.018309
130.512721,19.922143,17.5069,0.000804
130.560075,19.972155,16.3841,0.009843
130.474726,19.943090,18.0706,0.001188
130.336511,19.925371,20.2468,0.005168
130.388385,19.944598,18.9440,0.002399
130.292119,19.936592,20.5754,0.009066
130.353413,19.957448,19.8555,0.004199
130.435717,19.966068,21.0970,0.025005
130.453609,19.981484,19.9438,0.004382
130.409811,19.984803,16.4602,0.000482
130.439408,19.999361,17.5905,0.000937
130.408088,20.043594,19.4971,0.003078
130.402377,20.059665,17.7983,0.001052
130.675431,20.013297,19.4526,0.002689
130.587606,20.011820,17.6165,0.000797
130.545953,20.021803,16.4845,0.000553
130.548907,20.050767,15.9361,0.000353
130.611871,20.044859,14.5777,0.000193
130.710668,20.163215,21.0182,0.018043
130.538523,20.079598,18.1546,0.001277
130.466779,20.126986,18.7752,0.001955
130.543336,20.155535,18.0579,0.001248
130.565198,20.162842,19.2081,0.002350
130.221118,19.989317,17.5997,0.001047
130.224564,19.987308,16.6503,0.000623
130.291962,20.041280,20.0073,0.004335
130.353629,20.051695,14.6455,0.000228
130.318272,20.076453,20.7179,0.008710
130.415399,20.107526,20.9856,0.030752
130.359092,20.119996,20.1090,0.004446
130.384068,20.135123,21.3103,0.017890
130.331618,20.121403,19.0848,0.007993
130.351787,20.158186,19.1984,0.002543
130.168978,20.097424,20.6222,0.018968
130.220008,20.085665,19.2865,0.002932
130.183217,20.130926,20.5610,0.010450
130.269655,20.157620,20.3120,0.006301
130.251134,20.174125,20.7787,0.013172
130.182062,20.183383,19.9522,0.004856
130.246564,20.251302,20.1986,0.005774
130.469641,20.158115,20.8433,0.020435
130.477080,20.192199,20.6597,0.008581
130.413144,20.207548,12.8822,0.000203
130.593001,20.265453,19.7627,0.003044
130.543455,20.261486,20.1377,0.004322
130.535028,20.267695,17.0727,0.000689
130.561431,20.279336,16.8178,0.000551
130.574274,20.291422,20.5540,0.006360
130.455014,20.264744,20.2757,0.005501
130.512931,20.299082,20.0328,0.004433
130.335192,20.337768,21.0446,0.021800
130.395498,20.303969,19.9112,0.004420
130.447045,20.325883,19.0988,0.002189
130.429827,20.345795,21.3919,0.022935
130.804308,20.145879,21.0327,0.014141
130.787183,20.169883,17.9822,0.001022
130.853734,20.183829,19.3007,0.002424
130.715606,20.200288,16.4106,0.000465
130.730950,20.201310,19.9619,0.003594
130.817035,20.220070,19.0351,0.002445
130.806372,20.230933,12.0035,0.000467
129.489849,19.492835,16.7163,0.000680
129.440914,19.510448,20.2988,0.006019
129.535877,19.557487,20.4836,0.007717
129.695445,19.500864,8.9239,0.000231
129.710570,19.511446,19.4639,0.003343
129.801007,19.545136,14.7312,0.000275
129.685086,19.517617,18.4547,0.001889
129.691980,19.543582,20.3701,0.006248
129.716827,19.584713,20.3355,0.007212
129.738485,19.611524,18.4459,0.001643
129.801264,19.564356,20.3322,0.006108
129.859795,19.597339,19.4976,0.003151
129.814102,19.638050,18.2896,0.004825
129.636001,19.596291,16.1067,0.000585
129.679157,19.648587,20.0415,0.012555
129.620838,19.649890,20.5677,0.009990
129.641247,19.654477,13.5088,0.000244
129.614153,19.671733,18.1827,0.001514
129.748197,19.672028,14.7886,0.000304
129.673397,19.694239,18.1560,0.001476
129.666742,19.695095,20.2482,0.006214
129.722629,19.778273,20.4091,0.010385
130.075894,19.474424,19.6095,0.004243
130.128884,19.564754,19.0068,0.002592
130.073566,19.576570,21.0957,0.019959
130.061500,19.587772,20.9576,0.020434
130.147527,19.576428,17.0383,0.000811
130.191221,19.642966,19.8794,0.004221
130.199768,19.658886,10.8256,0.000406
130.200777,19.666684,20.8616,0.016013
130.205080,19.668992,19.8465,0.004271
129.984531,19.610459,15.4540,0.000433
130.051591,19.638323,15.9899,0.006151
130.014389,19.627329,19.0139,0.002641
130.021547,19.636845,19.8628,0.004188
130.004982,19.653189,20.1804,0.005981
130.068657,19.667375,19.9803,0.004995
130.094220,19.685714,20.2598,0.005961
130.113469,19.732700,19.7242,0.004013
130.031625,19.675151,19.1220,0.002600
130.018145,19.689745,18.6051,0.002015
130.269018,19.725386,20.2412,0.005261
130.239789,19.766090,20.9468,0.015843
130.316582,19.747526,13.4830,0.000148
130.258385,19.790283,14.2437,0.000201
130.296644,19.798533,20.4146,0.009592
130.208955,19.772608,20.5097,0.006658
130.145771,19.784792,20.2039,0.005756
130.174500,19.842127,16.8920,0.000729
130.175214,19.858842,17.9994,0.001254
130.253379,19.816865,21.0394,0.017261
130.243583,19.895032,20.4563,0.008437
129.939291,19.719005,15.9530,0.000444
129.843518,19.718683,18.5938,0.001977
129.908267,19.724520,19.4118,0.003257
129.911945,19.732775,14.9040,0.000301
130.000183,19.790960,20.2387,0.005861
129.935038,19.817297,20.3876,0.006306
129.988364,19.823957,19.8455,0.004825
130.014137,19.821512,20.8993,0.014594
129.782032,19.797217,15.7664,0.000582
129.753494,19.780197,19.2331,0.002915
129.898762,19.809290,19.0611,0.002866
129.890906,19.830314,20.4763,0.017069
129.951298,19.862618,19.3970,0.003183
129.909375,19.864044,17.0953,0.000805
129.962109,19.887591,15.7116,0.000464
129.828165,19.861152,20.3326,0.006278
129.865347,19.883407,19.8019,0.010279
130.067098,19.829925,18.6098,0.001787
130.043027,19.826505,19.2992,0.003346
130.080681,19.831046,18.7915,0.002498
130.120360,19.833777,19.7707,0.003909
130.067149,19.860424,20.8001,0.016309
130.065290,19.915012,12.3314,0.000478
130.163848,19.939888,16.6836,0.003513
130.146367,19.946822,18.3100,0.001678
130.177929,20.014349,11.4699,0.000335
130.039526,19.971954,19.6411,0.003949
130.072076,20.010094,21.1451,0.026396
130.133078,20.038958,20.5761,0.010029
130.085559,20.040824,19.2069,0.002805
130.101823,20.049570,21.0169,0.030086
130.778434,19.505234,21.1609,0.011745
130.815058,19.530603,19.1783,0.002014
130.731614,19.515956,15.3991,0.000259
130.716528,19.568938,16.2090,0.000424
130.730527,19.571135,18.9322,0.001877
130.772853,19.567546,20.2934,0.004314
130.436444,19.569592,19.7261,0.003377
130.451499,19.586346,19.8695,0.010374
130.521270,19.629013,20.9327,0.017151
130.479392,19.634601,10.9200,0.000199
130.512964,19.669174,20.8389,0.011767
130.356880,19.564293,13.9891,0.000230
130.331157,19.594586,20.6755,0.009735
130.320455,19.596301,13.1624,0.000140
130.366904,19.631558,21.0848,0.016245
130.315786,19.645474,19.7632,0.003753
130.439642,19.647846,20.1096,0.004681
130.413228,19.674438,15.9731,0.000699
130.454151,19.699503,20.5228,0.007103
130.474975,19.717549,19.7378,0.006828
130.429533,19.747553,19.3373,0.002684
129.804714,19.236994,18.6456,0.002579
129.744299,19.226923,20.4506,0.008689
129.649828,19.224558,19.1572,0.003525
129.740729,19.267555,17.6661,0.001017
129.845910,19.264121,18.1593,0.001443
129.829986,19.286796,21.2151,0.025625
129.804749,19.281774,16.8184,0.000748
129.768671,19.290971,19.4852,0.003220
129.674370,19.302909,17.6098,0.001137
129.668763,19.333885,20.8181,0.012039
129.733822,19.358569,20.9307,0.014067
129.704182,19.340971,19.7682,0.004032
129.733508,19.383752,18.1743,0.001404
129.766951,19.395524,13.4462,0.000693
129.665681,19.389158,20.5954,0.009177
129.691202,19.439253,20.4209,0.007664
129.944222,19.433629,16.6199,0.000760
129.922592,19.465634,15.5662,0.000360
129.990540,19.541421,7.5015,0.000252
129.821094,19.414191,19.2628,0.003320
129.872023,19.461930,17.5257,0.001030
129.915613,19.517633,19.5468,0.003536
129.902603,19.517977,19.9721,0.004354
129.949228,19.538286,19.0580,0.002672
129.985212,19.552940,7.3432,0.000463
129.921911,19.598704,19.7680,0.004528
129.900274,19.598614,19.6952,0.004302
129.552219,19.329200,19.6337,0.004371
129.534606,19.334682,18.2780,0.001557
129.581002,19.357472,15.5835,0.000403
129.556080,19.350842,20.0662,0.005779
129.607688,19.387501,21.0027,0.020787
129.522911,19.388465,20.5884,0.010509
129.545279,19.418790,13.6420,0.000365
129.636847,19.466533,19.8429,0.004856
129.639318,19.488334,19.7064,0.003724
129.644153,19.518883,20.0472,0.005609
129.490725,19.425802,14.2667,0.000229
129.539960,19.465552,21.0130,0.021520
129.480710,19.456331,20.3193,0.011534
129.504270,19.498616,20.9636,0.020339
129.469652,19.519432,20.7444,0.011327
129.568065,19.509004,19.5487,0.003826
129.507746,19.519182,13.6087,0.000277
129.498709,19.524952,20.1296,0.005986
129.514740,19.578861,19.3319,0.003128
129.520683,19.593730,13.5161,0.000156
129.756016,19.509708,17.9103,0.001346
129.727725,19.521036,15.1484,0.000436
129.721066,19.526084,16.3123,0.000644
129.777247,19.536916,19.5555,0.003374
129.756162,19.563448,20.0758,0.005298
129.664158,19.530012,14.1097,0.000340
129.653104,19.556941,18.6252,0.002168
129.837449,19.595024,19.7501,0.003872
129.790314,19.573172,20.8730,0.014818
129.809332,19.610372,16.3414,0.000613
129.745959,19.626325,18.4447,0.001771
129.818372,19.635923,17.6198,0.000999
129.800175,19.644223,20.9734,0.026056
129.827580,19.669200,19.2392,0.002649
129.811977,19.685365,19.2432,0.002749
129.674026,19.631386,18.3377,0.002487
129.598200,19.639414,16.7310,0.002988
129.666090,19.663806,20.0267,0.007345
129.713830,19.652074,19.0396,0.002808
129.733072,19.699684,15.2313,0.000959
129.765648,19.731441,20.5123,0.008018
129.688516,19.709556,20.2680,0.006400
129.759038,19.752293,19.9906,0.005315
130.074556,19.486018,18.8494,0.002220
130.008771,19.552030,20.4864,0.008577
130.233875,19.614506,17.4274,0.000942
130.191132,19.669873,19.7537,0.004012
129.759473,19.443603,20.1248,0.005454
129.803081,19.463437,17.8659,0.001246
129.842328,19.523286,15.5831,0.000361
129.926669,19.524319,18.6942,0.004596
129.891989,19.528183,17.7037,0.001154
129.896842,19.563872,20.9482,0.015921
129.920431,19.583995,20.5252,0.007545
129.921903,19.604260,20.7134,0.009331
129.904924,19.610635,16.4957,0.000701
129.598602,19.428162,20.7891,0.014005
129.542439,19.399769,15.3438,0.000376
129.525318,19.419049,15.4711,0.000366
129.605283,19.426005,21.1045,0.025120
129.690499,19.446666,14.5378,0.000250
129.587112,19.472248,13.9601,0.000187
129.411653,19.454943,16.6348,0.000616
129.416114,19.456800,19.1602,0.002693
129.457457,19.514053,15.0099,0.000810
129.559677,19.551275,11.5158,0.003423
129.535324,19.548172,21.8121,0.039206
129.710771,19.519165,20.3585,0.006111
129.709228,19.535887,14.9663,0.000326
129.659637,19.535252,19.6545,0.004214
129.795088,19.585886,17.8491,0.008745
129.823286,19.624046,19.9056,0.004206
129.858601,19.659215,15.5677,0.000440
129.592478,19.639732,18.0630,0.001529
129.626750,19.673021,19.3489,0.003023
129.599432,19.666063,20.0616,0.004898
129.711471,19.689381,17.7359,0.001117
129.783870,19.718919,18.9557,0.002660
129.745896,19.713241,20.1179,0.005049
129.703781,19.731934,16.5533,0.000564
130.083764,19.536876,13.9305,0.000336
130.039992,19.548367,20.8668,0.014530
130.020880,19.545746,18.1751,0.001588
130.176836,19.565949,11.1734,0.000678
130.149941,19.601261,19.9834,0.007460
130.106836,19.606516,20.3537,0.007843
130.009960,19.603646,19.8296,0.004822
130.025946,19.606392,18.8294,0.002198
130.035425,19.617249,16.2221,0.000639
130.002175,19.630586,20.3200,0.006592
130.022926,19.648837,19.3004,0.013279
129.985495,19.645288,19.4727,0.019855
130.101292,19.664625,16.4503,0.000604
130.137863,19.733876,16.3552,0.000538
130.041170,19.688336,20.3305,0.006806
130.051853,19.705327,16.2467,0.000623
130.055361,19.713678,20.3467,0.007036
130.081263,19.784342,18.1750,0.001720
130.226298,19.663831,18.6701,0.001831
130.305555,19.711147,16.6434,0.000560
130.278135,19.718515,20.2770,0.005580
130.218664,19.745733,18.4635,0.001709
130.247426,19.766778,17.3385,0.000879
130.371799,19.768407,15.8764,0.000344
130.406371,19.801812,16.0820,0.000402
130.399540,19.813705,19.1246,0.002154
130.276843,19.771458,14.9094,0.000249
130.199650,19.746121,18.2326,0.001485
130.141335,19.744868,15.7255,0.000435
130.133225,19.785874,20.2767,0.006317
130.151956,19.812661,20.3413,0.006278
130.163436,19.846559,17.9249,0.001213
130.237994,19.868538,14.8691,0.000280
130.285994,19.896930,18.8486,0.002113
130.288565,19.907261,11.7176,0.000234
130.285173,19.910774,21.6907,0.027591
130.226884,19.907428,21.1192,0.022252
130.255380,19.928583,19.8362,0.004103
129.927553,19.778397,6.6092,0.000753
129.996350,19.794199,12.0918,0.000267
130.029509,19.824433,15.2843,0.001069
129.968980,19.838908,20.2787,0.007675
129.991197,19.852683,20.3935,0.025405
129.824638,19.750390,20.7951,0.014357
129.862064,19.783969,20.3483,0.006591
129.853427,19.850693,17.9571,0.001311
129.884236,19.876819,21.0409,0.021286
130.038121,19.824776,16.1699,0.000535
130.025234,19.837376,14.1682,0.000338
130.047986,19.871655,16.5096,0.000808
130.072196,19.901568,18.5097,0.001985
130.064503,19.926635,19.5419,0.003494
130.066517,19.919388,19.2898,0.003170
130.156588,19.889434,20.6619,0.010035
130.204109,19.924088,19.9707,0.004749
130.142085,19.941830,14.9731,0.000297
130.010751,19.916412,12.5637,0.000252
130.365161,20.409922,13.3513,0.000194
130.298467,20.460839,16.7218,0.001070
130.346500,20.451658,17.5086,0.000947
130.333309,20.473448,17.7401,0.001037
130.102815,20.411517,16.9813,0.000704
130.145207,20.451993,19.0708,0.002704
130.248635,20.458597,21.0406,0.026292
130.232264,20.477019,19.6519,0.005014
130.301547,20.473079,20.1184,0.005426
130.231288,20.516490,20.4189,0.008187
130.254483,20.510879,19.7564,0.004279
129.909607,20.297682,17.1561,0.000836
129.969536,20.338668,18.5514,0.002004
129.942782,20.345449,14.3672,0.000226
129.910337,20.350944,19.6641,0.003892
129.857509,20.364468,16.6298,0.000984
129.903257,20.401720,16.0504,0.000502
130.004900,20.357894,17.2171,0.000941
129.971899,20.386535,20.7643,0.012451
129.778075,20.421723,14.9165,0.000800
129.959721,20.530199,20.5542,0.009427
129.849202,20.519875,15.7563,0.000518
129.855903,20.535026,19.1273,0.002872
130.031648,20.499754,15.8577,0.000412
130.015894,20.493215,20.1285,0.005109
130.041558,20.544749,16.0201,0.000622
130.062212,20.568261,21.0192,0.025512
130.142735,20.598255,19.7062,0.004868
130.129220,20.595914,19.2496,0.003028
130.123863,20.614463,20.6818,0.010971
129.976193,20.560151,9.2439,0.000169
129.993718,20.572310,20.3787,0.007243
129.967359,20.593267,20.8779,0.017253
129.975484,20.641099,19.9702,0.004612
130.022695,20.671871,17.5390,0.001097
130.098152,20.692166,21.0113,0.021678
130.106661,20.697375,19.0118,0.002390
130.070445,20.700116,18.3870,0.002186
130.420138,20.487937,18.9494,0.002076
